ParticipantId,AnnualHouseholdIncome,BirthYear2020,CoronavirusConcern2,CoronavirusEmployment,CoronavirusIntent_Mask,CoronavirusIntent_SixFeet,CoronavirusIntent_StayHome,CoronavirusIntent_WashHands,CoronavirusLocalCommunity,CoronavirusSupportSystem,CoronavirusSymptomSelect,Education_Alt2,Ethnicity,Gender,HasCoronavirusBelief,PoliticalBeliefsNoOp,Religion_Alt1,Religiosity_Alt2,ZipCode
10085,37000,1981,3,['was-part'],22,20,63,33,0,['fam-friend'],"['fatigue', 'nasal']",some-college,white,female,1.9,0.4,something-else,0,740
10086,72000,1974,7.3,"['now-full', 'was-full']",97,82,73,96,1,['fam-friend'],['headache'],college,other-mixed,male,2.5,6.7,something-else,8.1,366
10087,30000,1995,4.5,['now-full'],0,70,30,100,0,['fam-friend'],['none'],highschool,white,female,4.5,5.1,something-else,10,722
10088,45000,1993,5.8,['was-part'],65,100,0,100,0,['fam-friend'],['none'],college,black,female,0,7.8,nothing-in-particular,0,606
10089,14743,1993,5,['now-full'],60,56,51,53,0,['local-community'],['muscle-ache'],some-college,hispanic-latino,male,5.4,5.7,atheist,5.3,70
10090,65000,1997,6.9,['was-part'],82,91,85,83,0,['fam-friend'],['dry-cough'],some-college,white,male,0.3,4.1,nothing-in-particular,5.6,900
10091,175000,1970,8,['was-full'],90,79,87,100,4,"['fam-friend', 'employer']",['nasal'],college,black,male,2.5,2.8,something-else,7.8,300
10092,300000,1966,5.4,"['was-full', 'now-full']",77,85,67,44,2,['local-community'],['none'],postgrad,white,male,1.2,2.1,atheist,0,606
10093,140000,1971,7,"['was-full', 'now-full']",100,100,100,100,2,['fam-friend'],"['dry-cough', 'headache']",college,white,female,0.6,10,other-protestant,7.3,390
10094,75000,2000,9.4,['now-full'],100,100,100,83,0,['no-one'],"['diarrhea', 'sore-throat']",postgrad,white,female,0.4,10,catholic,10,303
10095,55000,1968,10,['was-full'],100,100,100,100,5,['fam-friend'],['none'],some-college,white,female,0.5,4.8,something-else,10,70
10096,25000,1977,4.5,"['was-full', 'now-full', 'now-part']",0,67,12,16,1,['fam-friend'],"['muscle-ache', 'fatigue']",college,white,female,0.1,4.1,other-protestant,8.4,724
10097,76000,1954,4.9,['was-retired'],100,100,100,0,0,['fam-friend'],['none'],some-college,white,female,0.1,5.7,other-protestant,10,802
10098,200000,1988,5.2,['was-full'],100,100,100,100,0,"['fam-friend', 'employer', 'religious']",['none'],college,hispanic-latino,male,0,6.9,evangelical-protestant,9.8,902
10099,65000,2000,0,['was-part'],21,19,86,88,3,['no-one'],['none'],highschool,white,male,0,9.1,mormon,0,592
10100,34000,1972,3.1,"['was-full', 'now-full']",23,68,30,47,1,"['fam-friend', 'religious']",['none'],college,white,female,0,7.1,other-protestant,8.7,467
10101,25000,1974,5.3,['was-full'],13,59,41,77,0,"['state-gov', 'fedgov', 'local-gov']",['none'],postgrad,white,female,0.7,9.4,nothing-in-particular,5.5,337
10102,90000,1990,2.8,['was-part'],69,60,65,41,10,['fam-friend'],['none'],college,hispanic-latino,female,0,6,catholic,6,606
10103,58974,1998,7.5,['was-retired'],26,72,65,88,0,['other'],['nasal'],highschool,asian,female,1.3,0,catholic,6.3,713
10104,65000,1983,6.4,['was-full'],100,94,100,100,0,"['fam-friend', 'employer']",['none'],college,hispanic-latino,male,0,4.2,catholic,7.8,950
10105,80000,1956,8,['was-retired'],100,100,100,81,3,['fam-friend'],['none'],college,white,female,0,2.5,other-protestant,2.5,971
10106,36000,1995,8,"['now-full', 'now-part']",100,100,100,100,1,"['fam-friend', 'fedgov', 'state-gov', 'local-gov', 'employer', 'religious', 'other']",['nasal'],college,white,female,0,4.9,other-protestant,10,100
10107,95600,1976,5.2,['now-full'],72,69,11,78,3,"['religious', 'fedgov', 'local-community']",['muscle-ache'],college,white,male,2.7,7.9,catholic,6.8,179
10108,120000,2000,7.7,['now-disabled'],98,100,48,100,0,"['state-gov', 'employer', 'fam-friend']",['none'],some-college,black,female,0.6,9.8,catholic,10,112
10109,75000,1989,7.6,['was-full'],88,80,87,62,0,"['fam-friend', 'employer', 'local-gov']",['none'],postgrad,white,male,2.4,2.1,jewish,3.4,200
10110,100000,1994,5.1,['was-jobless'],97,4,89,94,0,"['fedgov', 'state-gov', 'local-gov']",['short-breath'],school,black,female,1.1,0.5,jewish,9,836
10111,18000,1954,10,['now-retired'],53,100,100,53,0,['fam-friend'],"['fatigue', 'headache']",highschool,white,female,0,9.8,evangelical-protestant,10,453
10112,31688,1998,8,['now-full'],54,61,59,55,0,['fam-friend'],['diarrhea'],highschool,asian,male,7.6,5.9,mormon,7.5,290
10113,12000,1979,9.4,['was-disabled'],0,100,65,77,0,['fam-friend'],['none'],highschool,white,female,0,8.5,catholic,6.9,789
10114,25000,1998,8.7,"['was-full', 'now-full']",100,100,100,100,0,['fam-friend'],"['nasal', 'sore-throat']",some-college,hispanic-latino,female,0,0,nothing-in-particular,0,971
10115,30000,1980,0.6,['now-full'],100,100,100,92,1,['fam-friend'],['muscle-ache'],college,black,male,5.1,9.1,other-protestant,3.3,328
10116,55000,1995,2.2,"['was-full', 'now-full']",17,24,0,78,0,"['fam-friend', 'employer', 'religious', 'local-gov', 'state-gov', 'fedgov']",['none'],some-college,hispanic-latino,male,0,8.6,other-protestant,10,366
10117,100000,1987,9.3,['now-full'],97,96,93,98,1,"['fam-friend', 'employer', 'religious']","['dry-cough', 'short-breath', 'muscle-ache']",highschool,white,female,9.4,9.1,buddhist,8.7,100
10118,32000,1970,4.3,"['was-part', 'now-jobless']",93,100,17,86,0,['fam-friend'],['nasal'],school,white,female,0,6.5,something-else,3.5,760
10119,140000,1998,3.3,['now-full'],85,75,66,100,0,['fam-friend'],['none'],postgrad,white,female,0,4.7,nothing-in-particular,0,760
10120,78000,1981,4.8,"['was-full', 'now-full']",94,83,68,85,0,['fam-friend'],"['fatigue', 'sore-throat']",some-college,black,male,5.6,1.7,atheist,0,225
10121,7000,1992,9.2,['was-part'],88,96,87,99,0,['no-one'],['none'],some-college,asian,female,2.3,7.1,buddhist,8.4,146
10122,175000,2000,6.6,['now-jobless'],100,72,94,91,0,['fam-friend'],['none'],some-college,white,female,0.4,3.4,other-protestant,7.7,44
10123,124088,1974,7.5,['was-full'],76,76,71,80,1,['fam-friend'],"['dry-cough', 'short-breath', 'muscle-ache', 'sore-throat']",college,white,male,7.6,8.1,something-else,8.3,566
10124,125000,1961,0.7,"['was-part', 'now-part']",0,100,0,79,0,['fam-friend'],['none'],college,white,female,0,7.9,evangelical-protestant,10,852
10125,20000,1979,9,['was-jobless'],90,90,91,93,10,"['fam-friend', 'employer']",['none'],some-college,black,male,1.3,5.3,nothing-in-particular,1.3,119
10126,25000,2000,9.1,['was-full'],59,62,34,68,0,"['fam-friend', 'religious']",['none'],postgrad,black,female,0,6.3,catholic,6.2,313
10127,50000,1969,6.2,['was-full'],100,93,98,98,0,"['fam-friend', 'employer']",['none'],college,white,male,1.6,0.5,atheist,0.1,681
10128,95000,1986,9.5,['was-full'],86,93,93,86,0,['state-gov'],['none'],college,black,female,0.8,3.5,other-protestant,6.4,750
10129,80000,1995,4.8,"['was-full', 'now-full']",99,44,1,80,0,"['fam-friend', 'employer']",['none'],college,white,female,0.1,4.7,catholic,5.2,601
10130,50000,1952,5.2,"['was-full', 'now-full']",23,42,35,96,0,['no-one'],['none'],highschool,white,female,0,7.4,catholic,8.4,452
10131,200000,1969,8.8,['was-full'],93,90,91,85,0,['fam-friend'],['none'],some-college,hispanic-latino,female,0.8,2.8,catholic,8.9,950
10132,115000,1972,6.8,"['now-full', 'was-full']",100,100,100,80,10,['fam-friend'],"['dry-cough', 'short-breath', 'diarrhea', 'muscle-ache', 'nausea-vomit']",college,black,female,0.2,2.7,nothing-in-particular,4.2,271
10133,75355,1994,0,['was-part'],75,100,27,100,0,['fam-friend'],['none'],college,white,male,0,7.7,catholic,9.6,947
10134,75000,1999,10,"['was-jobless', 'now-disabled']",100,100,100,100,0,['no-one'],['none'],postgrad,black,female,0,5.2,catholic,9.7,303
10135,25000,1995,7.6,['was-jobless'],74,69,80,75,0,"['religious', 'state-gov']","['muscle-ache', 'nasal']",some-college,hispanic-latino,male,6.2,8,catholic,7.1,785
10136,40000,1986,7.4,['now-full'],100,100,71,100,0,['no-one'],"['short-breath', 'muscle-ache']",highschool,other-mixed,female,6.1,6.6,nothing-in-particular,5.5,300
10137,75000,1961,4.7,"['now-retired', 'was-retired']",100,100,100,98,0,['fam-friend'],['none'],some-college,white,female,0.5,10,something-else,10,835
10138,20000,1990,8,['was-part'],98,81,94,81,0,"['fam-friend', 'religious']",['none'],postgrad,hispanic-latino,male,8.5,8,catholic,8.2,925
10139,90000,1989,7.4,"['was-full', 'now-full']",97,97,83,83,2,['fam-friend'],"['fatigue', 'headache']",college,white,female,2.1,2.3,something-else,5.9,986
10140,70000,1991,8.1,['was-full'],71,80,75,78,0,['fam-friend'],['none'],some-college,hispanic-latino,female,3.1,3.6,nothing-in-particular,2.7,100
10141,150000,1984,6.6,"['was-full', 'now-full']",89,81,90,100,0,"['fam-friend', 'employer']",['none'],college,white,female,0.3,5.1,nothing-in-particular,2.9,920
10142,15000,1988,9.4,['now-jobless'],4,100,100,100,0,"['no-one', 'religious', 'private-org', 'local-community']","['dry-cough', 'short-breath', 'muscle-ache', 'fatigue', 'nasal', 'headache', 'nausea-vomit']",school,white,female,5.3,5,other-protestant,10,327
10143,141000,1983,8.2,['was-full'],100,82,85,70,0,"['fam-friend', 'employer', 'private-org']",['none'],postgrad,white,female,1.6,4.2,nothing-in-particular,2.2,917
10144,55000,1969,10,"['now-jobless', 'was-part']",100,100,100,100,0,"['fam-friend', 'local-gov', 'state-gov', 'fedgov']",['headache'],highschool,other-mixed,female,0.8,10,catholic,5.8,952
10145,19000,1988,4.9,['was-jobless'],53,90,85,89,0,"['religious', 'no-one']",['none'],college,white,female,3.2,4.9,something-else,7.3,843
10146,50000,1987,1.3,"['was-full', 'now-full']",9,77,20,73,0,['fam-friend'],"['headache', 'muscle-ache']",college,white,female,0,6.3,nothing-in-particular,4.7,490
10147,200000,1987,7.2,['was-full'],100,100,100,100,4,['fam-friend'],['none'],postgrad,white,female,1.7,3.1,catholic,7.1,600
10148,175000,1970,5.1,['was-full'],75,83,63,81,0,['fam-friend'],['none'],some-college,white,male,0.3,4.7,catholic,3,951
10149,50000,1990,5.7,"['was-part', 'now-part']",88,97,63,88,2,"['fam-friend', 'religious']",['none'],college,white,female,0.9,6.1,other-protestant,10,461
10150,125000,1993,9.3,['was-full'],86,77,87,96,2,['local-community'],['headache'],postgrad,white,female,6.7,2.4,orthodox,7,911
10151,20000,2000,5.7,['now-full'],100,100,100,100,2,"['state-gov', 'local-gov', 'fedgov', 'local-community', 'private-org']",['none'],some-college,hispanic-latino,female,3.2,5.4,nothing-in-particular,7,282
10152,55000,1980,0.8,['was-full'],0,0,0,0,0,"['fam-friend', 'religious']",['none'],highschool,black,male,0.2,10,nothing-in-particular,1.2,913
10153,60000,1973,9.2,['now-jobless'],3,0,4,2,0,['no-one'],['none'],college,white,male,0,8.5,catholic,7.8,479
10154,12000,1982,8.4,['was-jobless'],100,97,99,100,0,"['fam-friend', 'local-gov', 'religious', 'state-gov', 'fedgov', 'local-community']",['none'],some-college,white,female,0.9,5.6,something-else,3.2,170
10155,50000,2001,6.3,['now-part'],1,9,51,100,0,['no-one'],['none'],highschool,white,female,0,10,nothing-in-particular,5.2,458
10156,150000,1999,3.1,"['now-full', 'was-jobless']",72,100,71,67,0,"['no-one', 'private-org', 'local-community']",['none'],college,white,male,0.1,6.5,orthodox,3.4,363
10157,70000,1979,8.9,['now-disabled'],100,100,100,100,4,['fam-friend'],"['diarrhea', 'fatigue']",highschool,white,female,2.5,3.6,evangelical-protestant,4.8,645
10158,17500,1999,7.9,['now-full'],100,100,100,100,0,['fam-friend'],['none'],some-college,white,female,0,0,nothing-in-particular,0.1,750
10159,40000,1997,6.1,['now-full'],57,60,57,72,1,['fam-friend'],['none'],college,white,female,0,5.1,nothing-in-particular,2.3,633
10160,29000,1960,8.5,['was-full'],98,100,100,83,1,"['fam-friend', 'religious']",['none'],college,white,female,2.5,3.5,other-protestant,8.6,577
10161,85000,1992,8.1,"['was-part', 'now-part']",100,100,100,50,0,"['fedgov', 'state-gov', 'employer', 'fam-friend']","['headache', 'nasal', 'muscle-ache']",college,other-mixed,female,4.7,6.2,catholic,5.9,331
10162,84000,2001,10,['now-jobless'],100,100,100,100,0,['fam-friend'],['none'],highschool,other-mixed,female,0,4.7,something-else,5.2,984
10163,20000,1982,5.9,['was-full'],60,59,60,56,0,['no-one'],['none'],some-college,white,male,10,5.7,buddhist,5.9,490
10164,199000,1985,5.4,['now-full'],100,87,88,87,3,['fam-friend'],['none'],college,white,male,1.6,2.2,muslim,8,954
10165,35000,1976,1,['was-part'],12,14,7,92,0,['fam-friend'],"['fatigue', 'headache']",some-college,white,female,0.8,9.1,other-protestant,8.6,925
10166,62000,1969,7,['was-jobless'],59,63,37,79,0,['fam-friend'],['none'],some-college,white,female,2.1,2.6,something-else,4.2,557
10167,35000,1997,7.4,['was-full'],60,89,64,89,1,['fam-friend'],['none'],college,white,female,2,1.3,agnostic,1.3,680
10168,20000,2000,0.4,"['was-jobless', 'now-full']",100,91,98,100,0,['fam-friend'],['none'],highschool,hispanic-latino,male,0.8,7,catholic,5.2,921
10169,75000,1981,6.3,['was-full'],96,83,92,75,0,"['religious', 'fam-friend', 'employer', 'fedgov', 'state-gov']","['short-breath', 'headache', 'fatigue']",college,white,female,2.8,3.1,catholic,8.8,538
10170,30000,2000,2.9,['was-full'],27,71,30,73,0,"['state-gov', 'fam-friend']",['none'],highschool,black,male,0,5,something-else,4.7,853
10171,35000,1976,0,['now-full'],0,0,0,0,1,['no-one'],"['fatigue', 'muscle-ache']",postgrad,white,male,4.9,0.3,something-else,7.1,347
10172,78000,1975,7,['now-jobless'],100,78,80,88,1,['fam-friend'],['short-breath'],college,white,female,2.4,2.9,nothing-in-particular,0.7,611
10173,54000,1990,5.2,['was-jobless'],74,100,100,100,0,"['fam-friend', 'state-gov']",['none'],highschool,white,female,0,5.1,catholic,5.4,60
10174,94000,1979,10,['was-full'],98,100,99,100,0,"['fam-friend', 'employer', 'local-community']","['nasal', 'headache']",some-college,white,female,0,2.1,nothing-in-particular,1.2,273
10175,20000,2000,7.8,"['was-part', 'now-part']",79,78,79,74,0,"['fam-friend', 'local-gov', 'state-gov', 'fedgov']","['dry-cough', 'short-breath']",highschool,black,female,3.6,3.1,atheist,0,857
10176,36000,1961,7.7,"['now-retired', 'was-disabled']",90,100,100,100,2,"['fam-friend', 'religious', 'state-gov', 'fedgov']",['none'],some-college,white,female,0.9,5.1,something-else,10,958
10177,10000,1977,7.7,['now-jobless'],94,92,90,62,0,['no-one'],['none'],highschool,white,female,0.9,4.2,nothing-in-particular,5.9,631
10178,10000,1994,3.6,['now-part'],98,100,100,96,0,"['fam-friend', 'no-one']",['nasal'],college,white,female,0.4,5.1,nothing-in-particular,0.5,185
10179,7428,1998,6.4,['was-part'],83,67,59,83,0,"['state-gov', 'local-gov']",['none'],some-college,hispanic-latino,male,0.7,6,muslim,8.8,902
10180,15000,1999,5.1,['now-disabled'],98,51,98,100,1,"['fam-friend', 'local-community', 'employer']",['none'],school,hispanic-latino,other,5.4,5.1,something-else,5.1,946
10181,80000,1968,2.2,['was-full'],0,24,0,0,0,"['fam-friend', 'employer', 'local-gov', 'state-gov', 'fedgov']",['none'],some-college,white,male,0,6.4,something-else,10,974
10182,90000,1957,9.5,"['was-jobless', 'now-jobless', 'now-retired', 'was-retired']",98,96,84,91,0,['no-one'],"['fatigue', 'nasal']",college,other-mixed,female,1.6,1.3,catholic,7.3,381
10183,8000,2001,6.7,['was-jobless'],100,100,59,100,3,['local-community'],['none'],highschool,hispanic-latino,female,0,3.6,something-else,7.3,462
10184,100000,1979,9.6,['now-part'],100,77,100,82,1,['fam-friend'],['none'],college,other-mixed,female,0,6.6,something-else,10,900
10185,115000,1995,6.5,"['now-jobless', 'was-part']",78,74,80,66,0,['fam-friend'],['none'],postgrad,white,female,0,1.9,other-protestant,2.6,700
10186,68000,1971,10,"['was-full', 'now-part']",100,99,100,100,0,['fam-friend'],['none'],college,white,female,4,7.8,catholic,10,331
10187,150000,1973,9.2,['was-full'],97,83,87,99,2,"['fam-friend', 'employer', 'religious', 'local-gov']",['none'],college,white,male,0.9,1.8,agnostic,2.2,551
10188,30000,1992,10,['was-full'],100,100,100,100,0,['no-one'],['none'],highschool,white,female,0,5.9,catholic,10,472
10189,20000,2001,0,['now-disabled'],0,0,0,0,0,['private-org'],['none'],school,hispanic-latino,female,0,0,something-else,0,851
10190,140000,1984,9.2,['was-part'],96,93,96,73,1,['fam-friend'],['none'],postgrad,white,female,0.6,1,catholic,6.7,70
10191,43000,2002,6.9,['now-retired'],100,100,100,100,1000,['fam-friend'],['headache'],college,hispanic-latino,male,0.3,5.6,catholic,2.7,799
10192,75000,1998,10,['now-part'],100,100,100,100,10,"['fam-friend', 'employer', 'fedgov']","['diarrhea', 'sore-throat', 'headache']",highschool,white,female,7.3,10,catholic,5.7,914
10193,75000,1987,7.8,['was-full'],77,31,32,72,0,"['employer', 'state-gov']","['dry-cough', 'muscle-ache', 'sore-throat']",college,white,male,7.8,8,something-else,9.6,919
10194,65000,1980,10,['now-full'],100,93,100,88,0,['fam-friend'],['none'],college,white,female,0.5,3.9,other-protestant,7,537
10195,34000,1978,7.4,"['was-part', 'now-jobless']",0,100,100,99,0,['fam-friend'],['none'],some-college,white,female,0.1,1.3,other-protestant,5.3,286
10196,24000,1978,9.3,['now-part'],88,95,90,82,0,"['no-one', 'state-gov', 'local-gov']",['dry-cough'],postgrad,black,female,6.1,3.2,muslim,6.2,608
10197,20000,1999,4.4,['was-jobless'],50,33,0,98,0,['no-one'],"['fatigue', 'nausea-vomit']",some-college,white,male,0,7.2,evangelical-protestant,6.9,236
10198,40000,1994,0.4,['was-full'],0,0,0,100,0,"['fam-friend', 'employer']",['none'],highschool,white,male,0.1,0,nothing-in-particular,10,547
10199,14000,2000,3.9,['now-jobless'],100,100,100,100,0,"['fam-friend', 'employer', 'religious']",['none'],some-college,hispanic-latino,female,0,4.9,catholic,10,959
10200,48500,1963,10,['was-part'],99,100,100,100,0,['fam-friend'],['none'],some-college,white,female,4.4,2.2,evangelical-protestant,6.7,657
10201,20000,1996,0,['now-jobless'],100,100,100,99,0,['no-one'],['none'],highschool,other-mixed,male,0.4,8.8,nothing-in-particular,0,495
10202,23000,1995,5,['now-full'],100,100,100,98,0,"['fedgov', 'state-gov']",['sore-throat'],college,other-mixed,female,4.3,7.3,catholic,5.9,112
10203,99000,1999,10,['was-full'],93,99,100,76,5,"['local-gov', 'state-gov']","['dry-cough', 'headache']",some-college,white,male,0,4.9,catholic,6.9,775
10204,135000,1989,10,['was-full'],100,100,100,76,0,"['fam-friend', 'employer', 'local-gov']",['none'],college,white,female,0,3,other-protestant,7.6,770
10205,45000,1986,7.1,['was-jobless'],91,63,64,63,0,['employer'],['short-breath'],highschool,white,female,6.4,6,evangelical-protestant,6,606
10206,199999,1978,7.8,"['was-jobless', 'now-jobless']",88,88,83,87,1,"['fam-friend', 'religious']","['dry-cough', 'short-breath', 'muscle-ache', 'fatigue', 'headache']",some-college,white,female,3.6,8.7,mormon,9.7,913
10207,96000,1977,6.5,"['was-full', 'now-full']",70,100,100,100,5,['fam-friend'],['none'],college,white,female,0.8,9.8,something-else,10,463
10208,20000,1999,0.5,['now-disabled'],53,51,52,53,0,['no-one'],['none'],highschool,black,male,0,5.1,nothing-in-particular,5.5,295
10209,72000,1996,4.7,"['was-part', 'now-part']",100,69,28,100,0,['fam-friend'],['nasal'],college,other-mixed,female,0,4.8,something-else,10,801
10210,90000,1991,10,"['was-jobless', 'now-jobless']",80,100,45,100,0,['state-gov'],['none'],college,white,female,4.8,4.6,something-else,5.3,265
10211,23333,2000,10,['now-full'],100,100,6,3,12,['employer'],['dry-cough'],highschool,black,male,9.9,9,other-protestant,9.7,273
10212,45786,1988,7.3,['was-full'],74,98,78,92,0,['fam-friend'],['none'],highschool,black,female,3.5,3,something-else,8,840
